"","skclnt","skitem","buyer_num","buyer_name","po_number","ndc","item_description","vendor_number","vendor_name","ship_point","sub_group","actual_leadtime","order_date","receipt_date","sku_lt_orderdate","relationship_lt_orderdate","realtionship_lt_today","order_qty","total_receipt_qty","purchasing_team","orderdate_aa_code","bypass_lt","gen_nam","card_gcn_id","card_gen_ind_desc","ahfs_desc","fin_flag","fin_flag_gcn","source_type","nlc_type_desc","accunet","card_sbst_key_id","pack_qty","cvs_formulary_a_b_d","cvs_segment","sku","snapshot_date","skfcst","skappc"
"58","099D","5237193","630","CODY DIERCKS","4254012","00228141003","LAMOTRIGINE ER 25MG 30","02543","TEVA PHARMA CS","","",8,2021-06-21,2021-06-29,3.37,6,6,48,48,"Generics","0","Y","LAMOTRIGINE","24693","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","CENTRALIZED",30,"24693001",1,"PRIMARY, NO FORM, NO FORM","OV, OV, OV","5237193099D",2021-11-01,238.77,145.51
"59","006D","5673173","632","ADAM STEMM","4379357","70756021490","FENOFIBRATE 54MG 90","57201","LIFESTAR PHARMA LLC CS","","",6,2021-09-03,2021-09-09,2.84,6,6,36,36,"Generics","0","Y","FENOFIBRATE","13266","GENERIC DRUG","FIBRIC ACID DERIVATIVES","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",90,"13266000",1,NA,"WH, WH, WH","5673173006D",2021-11-01,30.98,25.8
"60","034D","5250287","699","NO BUYER ASSIGNED","4285739","69315013701","BENZTROPINE MESYLATE 1MG 100","11002","LEADING PHARMA LLC CS NCB","","",16,2021-07-12,2021-07-28,8.59,9,3,48,48,"MISC","996","Y","BENZTROPINE MESYLATE","17621","GENERIC DRUG","ANTICHOLINERGIC AGENTS (CNS)","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"17621002",1,NA,"WH, WH, WH","5250287034D",2021-11-01,34.15,16.1
"61","064D","5405162","634","CHRISTOPHER PELT","4367015","43386035610","HYDROCOD/APAP 5-325MG 1000 C2","04901","LUPIN PHARMA INC CS NCBNET","KY","OPIOID",2,2021-08-30,2021-09-01,2.18,7,7,16,16,"Generics","0","N","HYDROCOD/ACETAMIN","12486","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",1000,"12486007",1,NA,"C2, C2, C2","5405162064D",2021-11-01,8.63,165.96
"62","064D","5561303","628","JEANNINE ROGERS","4342986","60505708402","FENTANYL 100MCG/HR 5 C2","02775","APOTEX CORP CS","TN","OPIOID",7,2021-08-16,2021-08-23,3.91,7,7,540,540,"Generics","998","N","FENTANYL","19203","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",5,"19203001",1,NA,"C2, C2, C2","5561303064D",2021-11-01,230.64,97
"63","099D","4384996","627","LISA POSTON","4396423","00143971910","MILRINONE/D5W 20MG/100ML10X100","09224","HIKMA INJECTABLE","","",2,2021-09-15,2021-09-17,2.98,5,5,350,336,"Generics","0","N","MILRINONE LACT/D5W","99865","GENERIC DRUG","CARDIOTONIC AGENTS",NA,NA,"GENERIC DRUG","CENTRALIZED",1000,"99865000",10,NA,NA,"4384996099D",2021-11-01,300.58,152
"64","064D","5102165","633","CAMERON HOWARD","0370567","69097012815","AMLODIPINE BESYLATE 10MG 1000","11037","CIPLA USA INC CS","","",30,2021-06-07,2021-07-07,6.17,7,7,504,24,"Generics","0","N","AMLODIPINE BESYLATE","2682","GENERIC DRUG","DIHYDROPYRIDINES","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",1000,"02682005",1,NA,NA,"5102165064D",2021-11-01,488.81,30.85
"65","099D","4976700","624","ASHLEY BOLTZ","4334896","67457042612","HALOPERIDOL 5MG/ML 25X1ML IR","04755","MYLAN INSTITUTIONAL LLC","","",3,2021-08-10,2021-08-13,2.28,3,3,480,480,"Generics","0","N","HALOPERIDOL LACTATE","15500","GENERIC DRUG","ANTIPSYCHOTICS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","CENTRALIZED",25,"15500007",25,NA,NA,"4976700099D",2021-11-01,795.35,22
"66","064D","5397625","632","ADAM STEMM","0374979","43547038003","DULOXETINE 30MG 30 DR","09614","SOLCO HEALTHCARE US LLC CS","","",13,2021-08-11,2021-08-24,8.99,8,8,24,24,"Generics","921","Y","DULOXETINE HCL","23162","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"23162001",1,NA,"WH, WH, WH","5397625064D",2021-11-01,25.29,14.73
"67","099D","2464907","622","ESMERALDA TUSSING","4374812","00517460225","GLYCOPYRROLATE 0.2MG/ML 25X2ML","00101","AMERICAN REGENT INC","","",7,2021-09-02,2021-09-09,3.55,3,3,140,140,"Generics","0","Y","GLYCOPYRROLATE","19121","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS",NA,"yes","GENERIC DRUG","CENTRALIZED",50,"19121005",25,NA,NA,"2464907099D",2021-11-01,103.88,575
"68","018D","5299243","633","CAMERON HOWARD","4194745","69452015020","VALPROIC ACID 250MG 100 SFG","10551","BIONPHARMA INC CS","","",3,2021-05-17,2021-05-20,2.08,7,7,48,48,"Generics","0","N","VALPROIC ACID","17270","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"17270002",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","5299243018D",2021-11-01,30.39,35
"69","064D","5536040","628","JEANNINE ROGERS","0368165","60505708202","FENTANYL 50MCG/HR 5 C2","02775","APOTEX CORP CS","TN","OPIOID",56,2021-05-03,2021-06-28,4.16,7,7,216,216,"Generics","996","Y","FENTANYL","19201","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",5,"19201001",1,NA,"C2, C2, C2","5536040064D",2021-11-01,188.41,49
"70","064D","5007448","634","CHRISTOPHER PELT","0371451","68180069806","TRAMADOL HCL 200MG 30 ER C4","04901","LUPIN PHARMA INC CS NCBNET","","OPIOID",4,2021-06-21,2021-06-25,3.34,7,7,24,24,"Generics","0","N","TRAMADOL HCL","50417","GENERIC DRUG","OPIATE AGONISTS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"50417002",1,"PRIMARY, PRIMARY, PRIMARY","WH, , WH","5007448064D",2021-11-01,31.81,133.74
"71","010D","3589926","634","CHRISTOPHER PELT","4420253","57664051083","MIRTAZAPINE 7.5MG 30","04782","SUN PHARMACEUTICAL CS","","",5,2021-09-29,2021-10-04,11.9,12,12,48,48,"Generics","0","N","MIRTAZAPINE","21817","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"21817000",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","3589926010D",2021-11-01,92.41,63.2
"72","043D","1451327","633","CAMERON HOWARD","4319700","00409116202","BUPIVACAINE 0.5% 25X30ML","57147","PFIZER INJECTABLE SI","","",42,2021-08-02,2021-09-13,6.73,7,7,26,26,"Generics","996","Y","BUPIVACAINE HCL","19758","GENERIC DRUG","LOCAL ANESTHETICS (PARENTERAL)",NA,NA,"SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",750,"19758007",25,NA,NA,"1451327043D",2021-11-01,156.12,45.73
"73","099D","5275474","624","ASHLEY BOLTZ","4367281","00378027493","TAMOXIFEN 20MG 30 OPM","02545","MYLAN PHARM CS","","OPM",1,2021-08-30,2021-08-31,2.81,2,2,144,144,"Generics","0","Y","TAMOXIFEN CITRATE","38721","GENERIC DRUG","ESTROGEN AGONIST-ANTAGONISTS",NA,"yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"38721001",1,NA,"WH, WH, WH","5275474099D",2021-11-01,460.83,22.85
"74","064D","2222750","628","JEANNINE ROGERS","0368626","60951060270","ENDOCET 5-325MG 100 C2","02546","PAR PHARM CS","TN","OPIOID",14,2021-05-10,2021-05-24,4.69,3,3,24,24,"Generics","0","N","OXYCODONE/ACETAMIN","70491","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"70491003",1,NA,"C2, C2, C2","2222750064D",2021-11-01,44.28,25.02
"75","099D","2508034","623","MARISSA HORN","4286383","61314063136","NEOMYC/POLY/DEX 0.1% 3.5GMOPTH","02541","SANDOZ CS","","",4,2021-07-12,2021-07-16,5.28,4,5,1080,1080,"Generics","0","N","NEOMYCIN/POLYMYXIN/DEXAMETH","14285","GENERIC DRUG","ANTIBACTERIALS (EENT)","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",4,"14285002",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","2508034099D",2021-11-01,3024.71,18
"76","064D","5520804","628","JEANNINE ROGERS","0373310","60505708002","FENTANYL 12MCG/HR 5 C2","02775","APOTEX CORP CS","TN","OPIOID",3,2021-07-19,2021-07-22,2.88,7,7,108,108,"Generics","0","N","FENTANYL","24635","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE B - IN SCOPE","CENTRALIZED",5,"24635000",1,NA,"C2, C2, C2","5520804064D",2021-11-01,130.4,81.21
"77","064D","3526621","628","JEANNINE ROGERS","4390586","60951071270","ENDOCET 10-325MG 100 C2","02546","PAR PHARM CS","TN","OPIOID",3,2021-09-13,2021-09-16,4.02,3,3,432,432,"Generics","0","N","OXYCODONE/ACETAMIN","14966","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"14966000",1,NA,"C2, C2, C2","3526621064D",2021-11-01,530.44,142.34
"78","099D","5489570","628","JEANNINE ROGERS","4185087","60505394703","ADEFOVIR DIPIVOXIL 10MG 30","02775","APOTEX CORP CS","","",6,2021-05-10,2021-05-16,2.98,4,4,48,48,"Generics","0","Y","ADEFOVIR DIPIVOXIL","18264","GENERIC DRUG","NUCLEOSIDES AND NUCLEOTIDES","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"18264000",1,"PRIMARY, PRIMARY, PRIMARY",", ,","5489570099D",2021-11-01,66.76,895
"79","064D","4530648","622","ESMERALDA TUSSING","0373772","58980096012","SONAFINE EMULSION 45GM TOP","02613","STRATUS PHARM CS","","",3,2021-07-26,2021-07-29,9.39,7,7,60,60,"Generics","998","Y","WOUND CARE EMOLLIENT/CLEANSERS","26264","GENERIC DRUG","DEVICES","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",45,"26264002",1,NA,NA,"4530648064D",2021-11-01,12.98,21.75
"80","099D","5390174","634","CHRISTOPHER PELT","4264318","43386058131","METOCLOPRAMIDE 5MG 10UD ODT","04901","LUPIN PHARMA INC CS NCBNET","","SMRSET",2,2021-06-28,2021-06-30,3,2,3,100,100,"Generics","950","Y","METOCLOPRAMIDE HCL","27898","GENERIC DRUG","PROKINETIC AGENTS","4","yes","SOURCE A - IN SCOPE","CENTRALIZED",10,"27898002",1,"PRIMARY, PRIMARY, PRIMARY",", ,","5390174099D",2021-11-01,123.96,74.8
"81","064D","5256136","632","ADAM STEMM","4454516","43547028111","ESCITALOPRAM 10MG 1000","09614","SOLCO HEALTHCARE US LLC CS","","",8,2021-10-20,2021-10-28,12.8,8,8,36,36,"Generics","0","N","ESCITALOPRAM OXALATE","17851","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",1000,"17851005",1,NA,"WH, WH, WH","5256136064D",2021-11-01,43.96,120
"82","064D","4530648","622","ESMERALDA TUSSING","0368627","58980096012","SONAFINE EMULSION 45GM TOP","02613","STRATUS PHARM CS","","",10,2021-05-10,2021-05-20,7.34,7,7,12,12,"Generics","0","N","WOUND CARE EMOLLIENT/CLEANSERS","26264","GENERIC DRUG","DEVICES","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",45,"26264002",1,NA,NA,"4530648064D",2021-11-01,12.98,21.75
"83","064D","3526613","628","JEANNINE ROGERS","0373306","60951070070","ENDOCET 7.5-325MG 100 C2","02546","PAR PHARM CS","TN","OPIOID",3,2021-07-19,2021-07-22,4.29,3,3,24,24,"Generics","0","N","OXYCODONE/ACETAMIN","14965","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"14965000",1,NA,"C2, C2, C2","3526613064D",2021-11-01,9.12,108.86
"84","064D","3740768","634","CHRISTOPHER PELT","4431646","62756014201","METFORMIN ER 500MG 100","04782","SUN PHARMACEUTICAL CS","","",9,2021-10-06,2021-10-15,10.82,12,11,96,96,"Generics","0","N","METFORMIN HCL","89863","GENERIC DRUG","BIGUANIDES","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"89863026",1,NA,"WH, WH, WH","3740768064D",2021-11-01,65.03,8.7
"85","003D","5211172","625","JEFF MEGYESI","4317442","69918090110","DESMOPRESSIN 4MCG/ML 10ML","11235","AMRING PHARMACEUTICALS INC","","",1,2021-08-02,2021-08-03,1.21,3,3,60,60,"Generics","950","N","DESMOPRESSIN ACETATE","10260","GENERIC DRUG","PITUITARY",NA,"yes","SOURCE A - OUT OF SCOPE","NOT CENTRALIZED",10,"10260001",1,NA,NA,"5211172003D",2021-11-01,53.56,595.2
"86","099D","3438942","630","CODY DIERCKS","4259826","00591040810","LISINOPRIL 20MG 1000","02543","TEVA PHARMA CS","","",4,2021-06-24,2021-06-28,4.74,6,6,48,48,"Generics","0","Y","LISINOPRIL","47262","GENERIC DRUG","ANGIOTENSIN-CONVERTING ENZYME INHIBITORS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",1000,"47262005",1,NA,"WH, WH, WH","3438942099D",2021-11-01,31.96,64.47
"87","099D","1661818","630","CODY DIERCKS","4293228","00472033730","HYDROCORTISONE 2.5% 30GM","02543","TEVA PHARMA CS","","",5,2021-07-15,2021-07-20,2.91,6,6,384,384,"Generics","0","Y","HYDROCORTISONE","30943","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)",NA,"yes","GENERIC DRUG","CENTRALIZED",30,"30943009",1,NA,"WH, WH, WH","1661818099D",2021-11-01,311.96,6.5
"88","099D","5429469","627","LISA POSTON","4201186","00054040713","RITONAVIR 100MG 30","02811","HIKMA CS","","",5,2021-05-19,2021-05-24,2.56,3,3,240,240,"Generics","992","Y","RITONAVIR","28224","GENERIC DRUG","ANTIRETROVIRALS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",30,"28224000",1,"NO FORM, PRIMARY, NO FORM","WH, WH, WH","5429469099D",2021-11-01,912.95,160
"89","064D","4253464","628","JEANNINE ROGERS","0369149","10702005601","OXYCODONE HCL 10MG 100 IR C2","09283","KVK TECH INC CS","PA","",8,2021-05-17,2021-05-25,8.03,8,8,936,936,"Generics","992","Y","OXYCODONE HCL","16291","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"16291000",1,"PRIMARY, PRIMARY, PRIMARY","C2, C2, C2","4253464064D",2021-11-01,804.85,14.5
"90","064D","5545793","628","JEANNINE ROGERS","0368254","50228014601","HYDROCHLOROTHIAZIDE 12.5MG 100","57532","SCIEGEN PHARMACEUTICALS INC CS","","",7,2021-05-03,2021-05-10,4.3,4,4,48,48,"Generics","950","Y","HYDROCHLOROTHIAZIDE","34820","GENERIC DRUG","THIAZIDE DIURETICS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"34820001",1,NA,"WH, WH, WH","5545793064D",2021-11-01,42.71,7.99
"91","064D","4253464","628","JEANNINE ROGERS","0368649","10702005601","OXYCODONE HCL 10MG 100 IR C2","09283","KVK TECH INC CS","PA","",8,2021-05-10,2021-05-18,8.03,8,8,1104,1104,"Generics","992","Y","OXYCODONE HCL","16291","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"16291000",1,"PRIMARY, PRIMARY, PRIMARY","C2, C2, C2","4253464064D",2021-11-01,804.85,14.5
"92","006D","5664206","623","MARISSA HORN","4388323","21922000221","CLINDAMYCIN PHOS 1% 30ML TOP","57653","ENCUBE ETHICALS INC CS","","",3,2021-09-13,2021-09-16,3.2,7,5,48,48,"Generics","0","N","CLINDAMYCIN PHOSPHATE","31720","GENERIC DRUG","ANTIBACTERIALS (SKIN, MUCOUS MEMBRANE)",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",30,"31720001",1,"PRIMARY, NO FORM, PRIMARY","WH, WH, WH","5664206006D",2021-11-01,43.44,12
"93","064D","5715339","632","ADAM STEMM","4440854","43547048610","METHYLPHENIDATE 5MG 100 C2","09614","SOLCO HEALTHCARE US LLC CS","TN","",6,2021-10-12,2021-10-18,5.46,8,8,24,24,"Generics","0","N","METHYLPHENIDATE HCL","15913","GENERIC DRUG","RESPIRATORY AND CNS STIMULANTS","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"15913002",1,NA,"C2, C2, C2","5715339064D",2021-11-01,17.02,15
"94","064D","5537535","633","CAMERON HOWARD","0373818","69097041002","CINACALCET HCL 30MG 30","11037","CIPLA USA INC CS","","",7,2021-07-26,2021-08-02,6.99,7,7,48,48,"Generics","0","N","CINACALCET HCL","21497","GENERIC DRUG","ANTIPARATHYROID AGENTS","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"21497000",1,"NO FORM, PRIMARY, NO FORM","OV, OV, OV","5537535064D",2021-11-01,67.86,15
"95","064D","5259213","633","CAMERON HOWARD","4437406","69097082212","CITALOPRAM 10MG 500","11037","CIPLA USA INC CS","","",8,2021-10-11,2021-10-19,12.59,7,7,24,24,"Generics","0","N","CITALOPRAM HYDROBROMIDE","16345","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",500,"16345001",1,NA,"WH, WH, WH","5259213064D",2021-11-01,28.12,36.34
"96","008D","5415310","633","CAMERON HOWARD","4197269","00409656222","TESTOST CYP 200MG/ML10ML PPXC3","57147","PFIZER INJECTABLE SI","","",7,2021-05-17,2021-05-24,6.79,7,7,5,5,"Generics","992","Y","TESTOSTERONE CYPIONATE","10194","GENERIC DRUG","ANDROGENS",NA,"yes","GENERIC DRUG","NOT CENTRALIZED",10,"10194002",1,NA,"OV, OV, OV","5415310008D",2021-11-01,1.32,82.9
"97","064D","4318416","624","ASHLEY BOLTZ","4351775","29300013201","ZALEPLON 10MG 100 C4","09650","UNICHEM PHARMACEUTICAL USA CS","","",5,2021-08-20,2021-08-25,5.68,7,7,60,60,"Generics","0","N","ZALEPLON","92723","GENERIC DRUG","ANXIOLYTICS,SEDATIVES,AND HYPNOTICS,MISC","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"92723000",1,NA,"WH, WH, WH","4318416064D",2021-11-01,44.67,48.5
"98","099D","4240123","632","ADAM STEMM","4464358","68382013905","TOPIRAMATE 50MG 500","04887","ZYDUS PHARMA USA INC CS","","",3,2021-10-26,2021-10-29,5,3,3,744,480,"Generics","0","N","TOPIRAMATE","36550","GENERIC DRUG","ANTICONVULSANTS, MISCELLANEOUS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",500,"36550002",1,NA,"WH, WH, WH","4240123099D",2021-11-01,918.98,45.42
"99","064D","5014675","627","LISA POSTON","4390595","53746014501","HYDROCOD/IBU 7.5-200 100 C2","04511","AMNEAL PHARMACEUTICALS LLC CS","KY","OPIOID",3,2021-09-13,2021-09-16,3.04,3,2,24,24,"Generics","0","N","HYDROCOD/IBUPROFEN","63101","GENERIC DRUG","OPIATE AGONISTS","2","yes","SOURCE A - IN SCOPE","CENTRALIZED",100,"63101001",1,"PRIMARY, PRIMARY, PRIMARY","C2, C2, C2","5014675064D",2021-11-01,42.11,49.95
"100","064D","3279106","625","JEFF MEGYESI","0374694","00116200116","CHLORHEX GLUC 0.12% 473ML","04497","XTTRIUM LABS CS","","",16,2021-08-09,2021-08-25,8.62,11,11,3024,1511,"Generics","0","Y","CHLORHEXIDINE GLUCONATE","23248","GENERIC DRUG","EENT ANTI-INFECTIVES, MISCELLANEOUS","3","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",480,"23248000",1,"PRIMARY, PRIMARY, PRIMARY","WH, WH, WH","3279106064D",2021-11-01,3883.45,2.75
"101","099D","5599295","625","JEFF MEGYESI","4286423","00904694961","LEVOTHYROXINE 25MCG 10X10UD","01544","MAJOR PHARMACEUTICALS","","",0,2021-07-12,2021-07-12,1.17,1,1,24,24,"Generics","0","Y","LEVOTHYROXINE SODIUM","26321","GENERIC DRUG","THYROID AGENTS",NA,"yes","SOURCE A - OUT OF SCOPE","CENTRALIZED",100,"26321002",10,NA,"WH, WH, WH","5599295099D",2021-11-01,146.48,45.59
"102","064D","4517603","634","CHRISTOPHER PELT","4437389","59088081903","LIDOCAINE/HC 3-0.5% 28.3GM","10294","PURETEK CORPORATION CS NCBNET","","",7,2021-10-11,2021-10-18,9.76,8,8,12,12,"Generics","0","N","LIDOCAINE HCL/HC ACET","13397","GENERIC DRUG","CORTICOSTEROIDS (SKIN, MUCOUS MEMBRANE)","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"13397005",1,"PRIMARY, PRIMARY, PRIMARY","OV, OV, OV","4517603064D",2021-11-01,5.61,41.2
"103","064D","5557749","634","CHRISTOPHER PELT","0372187","47335072283","FEBUXOSTAT 80MG 30","04782","SUN PHARMACEUTICAL CS","","",16,2021-06-30,2021-07-16,11.05,12,11,48,48,"Generics","0","N","FEBUXOSTAT","16809","GENERIC DRUG","ANTIGOUT AGENTS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",30,"16809000",1,NA,"WH, WH, WH","5557749064D",2021-11-01,29.77,75.91
"104","024D","4096715","632","ADAM STEMM","4466599","13668000801","ZOLPIDEM TART 10MG 100 C4","09196","TORRENT PHARMA INC CS","","",5,2021-10-27,2021-11-01,4.7,6,6,96,96,"Generics","992","Y","ZOLPIDEM TARTRATE","871","GENERIC DRUG","ANXIOLYTICS,SEDATIVES,AND HYPNOTICS,MISC","2","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",100,"00871001",1,NA,NA,"4096715024D",2021-11-01,69.02,9
"105","006D","5142633","628","JEANNINE ROGERS","4388257","76204060030","ALBUT/IPRAT2.5-0.5MG/3ML30X3UD","10352","RITEDOSE PHARMACEUTICALS CS","","",8,2021-09-13,2021-09-21,3.56,7,6,48,48,"Generics","0","N","ALBUTEROL/IPRATROPIUM","13456","GENERIC DRUG","ANTIMUSCARINICS/ANTISPASMODICS","4","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",90,"13456012",30,NA,"WH, WH, WH","5142633006D",2021-11-01,46.16,12
"106","099D","5212246","633","CAMERON HOWARD","4199304","51754200104","POTASS ACET 2MEQ/ML25X20ML FTV","10935","EXELA PHARMA SCIENCES LLC","","",4,2021-05-18,2021-05-22,4.14,3,3,32,32,"Generics","0","N","POTASSIUM ACETATE","3212","GENERIC DRUG","REPLACEMENT PREPARATIONS",NA,NA,"SOURCE A - OUT OF SCOPE","CENTRALIZED",500,"03212002",25,NA,NA,"5212246099D",2021-11-01,70.12,135
"107","028D","5259148","633","CAMERON HOWARD","4426710","69097082502","RALOXIFENE HCL 60MG 30","11037","CIPLA USA INC CS","","",9,2021-10-04,2021-10-13,9.15,8,8,48,48,"Generics","0","N","RALOXIFENE HCL","59011","GENERIC DRUG","ESTROGEN AGONIST-ANTAGONISTS","4","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",30,"59011003",1,NA,"WH, WH, WH","5259148028D",2021-11-01,37.6,34.65
"108","064D","5488846","633","CAMERON HOWARD","0369176","69097052444","DICLOFENAC SOD 1% 100GM TOP","11037","CIPLA USA INC CS","","",10,2021-05-17,2021-05-27,6.35,7,7,4464,0,"Generics","998","Y","DICLOFENAC SODIUM","45680","GENERIC DRUG","OTHER NONSTEROIDAL ANTI-INFLAM. AGENTS","3","yes","SOURCE A - IN SCOPE","NOT CENTRALIZED",105,"45680005",1,"PRIMARY, PRIMARY, NO FORM","WH, WH, WH","5488846064D",2021-11-01,4347.46,15
"109","009D","4023339","633","CAMERON HOWARD","4403558","00406800315","MORPHINE 20MG/ML 15ML RASP C2","04157","SPECGX LLC CS SCHEDULE","NY","",2,2021-09-20,2021-09-22,1.96,3,6,6,6,"Generics","0","N","MORPHINE SULFATE","16063","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",15,"16063014",1,"NO FORM, SECONDARY, NO FORM","C2, C2, C2","4023339009D",2021-11-01,4.73,9
"110","064D","5400734","628","JEANNINE ROGERS","0370545","10702019001","HYDROCOD/APAP 7.5-325MG 100 C2","09283","KVK TECH INC CS","PA","",3,2021-06-07,2021-06-10,7.43,8,8,24,24,"Generics","0","N","HYDROCOD/ACETAMIN","12488","GENERIC DRUG","OPIATE AGONISTS",NA,"yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",100,"12488000",1,NA,"C2, C2, C2","5400734064D",2021-11-01,54.8,15.17
"111","099D","5434881","632","ADAM STEMM","4394339","68382080510","TRAZODONE 50MG 1000","04887","ZYDUS PHARMA USA INC CS","","",4,2021-09-14,2021-09-18,4.55,3,3,36,36,"Generics","0","N","TRAZODONE HCL","16391","GENERIC DRUG","ANTIDEPRESSANTS, MISCELLANEOUS",NA,"yes","GENERIC DRUG","CENTRALIZED",1000,"16391002",1,NA,"WH, WH, WH","5434881099D",2021-11-01,37.68,60.33
"112","064D","2222750","628","JEANNINE ROGERS","0374234","60951060270","ENDOCET 5-325MG 100 C2","02546","PAR PHARM CS","TN","OPIOID",3,2021-08-02,2021-08-05,4.47,3,3,48,48,"Generics","0","N","OXYCODONE/ACETAMIN","70491","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"70491003",1,NA,"C2, C2, C2","2222750064D",2021-11-01,44.28,25.02
"113","006D","5563697","628","JEANNINE ROGERS","4420644","66689005804","CLOBAZAM 2.5MG/ML 120ML C4","04734","VISTAPHARM INC CS","","",13,2021-09-30,2021-10-13,3.72,4,4,12,12,"Generics","996","Y","CLOBAZAM","35026","GENERIC DRUG","BENZODIAZEPINES (ANTICONVULSANTS)","2","yes","SOURCE B - IN SCOPE","NOT CENTRALIZED",120,"35026000",1,NA,"WH, WH, WH","5563697006D",2021-11-01,13.94,80
"114","064D","2222750","628","JEANNINE ROGERS","0373306","60951060270","ENDOCET 5-325MG 100 C2","02546","PAR PHARM CS","TN","OPIOID",3,2021-07-19,2021-07-22,4.71,3,3,72,72,"Generics","0","N","OXYCODONE/ACETAMIN","70491","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",100,"70491003",1,NA,"C2, C2, C2","2222750064D",2021-11-01,44.28,25.02
"115","064D","2222768","628","JEANNINE ROGERS","0368163","60951060285","ENDOCET 5-325MG 500 C2","02546","PAR PHARM CS","TN","OPIOID",4,2021-05-03,2021-05-07,4.02,3,3,12,12,"Generics","0","N","OXYCODONE/ACETAMIN","70491","GENERIC DRUG","OPIATE AGONISTS","4","yes","SOURCE B - IN SCOPE","CENTRALIZED",500,"70491006",1,NA,"C2, C2, C2","2222768064D",2021-11-01,15.54,118.71
